city_name,population_density,avg_income,internet_penetration,avg_rent,air_quality_index,public_transport_score,happiness_score,green_space_ratio,country_Africa,country_Asia,country_Europe,country_North America,country_Oceania,country_South America
Saint Ridge,0.195853981992043,0.7538167938931297,88.3,0.4734513274336283,0.2661290322580645,0.5150000000000001,8.5,0.42857142857142855,False,False,False,True,False,False
Valleyton,0.14413345431702382,0.5515267175572519,68.5,0.43805309734513276,0.2983870967741935,0.685,8.5,0.5660714285714286,False,False,False,True,False,False
Forestland,0.21016262999930202,0.7595419847328244,100.0,0.49557522123893805,0.1774193548387097,0.8425,8.5,0.5089285714285714,False,False,False,True,False,False
Lake Springs,0.14259789209185456,0.7900763358778625,100.0,0.5176991150442478,0.29032258064516125,0.40374999999999994,8.5,0.7696428571428572,False,False,False,True,False,False
Woodton,0.13031339429050046,0.5,79.0,0.48672566371681414,0.36290322580645157,0.36375,7.9,0.6607142857142857,False,False,False,True,False,False
Cityborough,0.13338451874083898,0.6851145038167938,87.3,0.6460176991150443,0.282258064516129,0.45375,7.6,0.5017857142857143,False,False,False,True,False,False
Fallsdale,0.16653870314790256,0.8377862595419847,88.1,0.5132743362831859,0.2419354838709677,0.92875,8.5,0.6089285714285715,False,False,False,True,False,False
Valley,0.046695051301737976,0.9637404580152672,100.0,0.9646017699115044,0.09677419354838707,0.6075,8.5,0.5571428571428572,False,False,False,True,False,False
Townville,0.11607454456620367,0.9999999999999999,100.0,1.0,0.2661290322580645,0.8825000000000001,8.5,0.3607142857142857,False,False,False,True,False,False
Stoneburg,0.260347595449152,0.5362595419847328,68.0,0.43805309734513276,0.33064516129032256,0.44625000000000004,7.1,0.6625,False,False,False,True,False,False
Saint Point,0.31171913170935994,0.22137404580152675,66.8,0.2168141592920354,0.5241935483870968,0.28875000000000006,5.1,0.4910714285714286,False,False,False,False,False,True
Woodville,0.5209743840301528,0.11832061068702289,49.7,0.07964601769911503,0.6129032258064515,0.35375,4.2,0.5142857142857142,False,False,False,False,False,True
West Ridge,0.25678788301807776,0.3854961832061069,63.9,0.3141592920353982,0.12903225806451613,0.42500000000000004,6.6,0.5785714285714285,False,False,False,False,False,True
Lake Garden,0.14176031269630768,0.22328244274809161,55.3,0.17699115044247787,0.41935483870967744,0.31625000000000003,4.7,0.3321428571428572,False,False,False,False,False,True
Bridgehaven,0.07238081943184198,0.37786259541984735,64.1,0.3495575221238938,0.2983870967741935,0.4962500000000001,6.7,0.6839285714285713,False,False,False,False,False,True
Vistadale,0.41802191666085015,0.28625954198473286,63.9,0.23893805309734512,0.6048387096774193,0.40125,5.0,0.5482142857142858,False,False,False,False,False,True
North Valley,0.18957213652544147,0.1870229007633588,66.3,0.163716814159292,0.564516129032258,0.48,6.3,0.5821428571428572,False,False,False,False,False,True
East Park,0.3155580372722831,0.25,71.3,0.18141592920353983,0.5161290322580645,0.5675,5.7,0.7321428571428571,False,False,False,False,False,True
Gardenville,0.20855726949117054,0.25763358778625955,64.0,0.1991150442477876,0.4596774193548387,0.2925,5.2,0.5910714285714286,False,False,False,False,False,True
Port Garden,0.234382634187199,0.19274809160305345,63.5,0.07964601769911503,0.2661290322580645,0.29125,5.7,0.7446428571428572,False,False,False,False,False,True
West Springs,0.4647169679625881,0.33587786259541985,66.6,0.3716814159292035,0.661290322580645,0.42000000000000004,4.5,0.25357142857142856,False,False,False,False,False,True
Citydale,0.1769386473092762,0.21183206106870228,50.0,0.2743362831858407,0.3548387096774193,0.25,5.5,0.5928571428571429,False,False,False,False,False,True
Wooddale,0.31960633768409297,0.16603053435114506,61.9,0.12389380530973451,0.3064516129032258,0.2975,6.0,0.475,False,False,False,False,False,True
North Park,0.2937111747051023,0.2137404580152672,66.8,0.17699115044247787,0.49999999999999994,0.39,5.9,0.6196428571428572,False,False,False,False,False,True
Vistaburg,0.3474558525860264,0.29770992366412213,64.9,0.22123893805309736,0.5161290322580645,0.42625,4.9,0.42142857142857143,False,False,False,False,False,True
Riverport,0.13464088783415928,0.3148854961832061,82.1,0.24778761061946902,0.3548387096774193,0.45625000000000004,6.8,0.5,False,False,False,False,False,True
West Garden,0.17679905074335173,0.24427480916030536,76.7,0.15486725663716813,0.2661290322580645,0.38625,6.0,0.47678571428571426,False,False,False,False,False,True
Stoneford,0.19752914078313674,0.2080152671755725,54.3,0.21238938053097345,0.4435483870967742,0.4637500000000001,4.7,0.36607142857142855,False,False,False,False,False,True
East River,0.33140224750471137,0.36450381679389315,55.9,0.36283185840707965,0.36290322580645157,0.6675000000000001,5.8,0.39285714285714285,False,False,False,False,False,True
Fieldland,0.20771969009562366,0.3110687022900763,53.2,0.19026548672566368,0.3225806451612903,0.34124999999999994,5.7,0.4160714285714286,False,False,False,False,False,True
Mount Point,0.2636281147483772,0.316793893129771,64.5,0.1415929203539823,0.3709677419354838,0.42500000000000004,6.6,0.7285714285714285,False,False,False,False,False,True
Cityton,0.39107977943742583,0.1984732824427481,68.0,0.1150442477876106,0.49999999999999994,0.6275000000000001,5.8,0.7321428571428571,False,False,False,False,False,True
Mount Springs,0.031269630767083126,0.24427480916030536,65.4,0.1327433628318584,0.18548387096774194,0.27375,7.1,0.5517857142857142,False,False,False,False,False,True
Hillshire,0.3184197668737349,0.26145038167938933,67.5,0.26106194690265483,0.46774193548387094,0.4475,5.2,0.5357142857142857,False,False,False,False,False,True
Ridgeborough,0.20206602917568228,0.26145038167938933,58.3,0.2300884955752212,0.2983870967741935,0.49375,6.9,0.7839285714285714,False,False,False,False,False,True
Parkford,0.31618622181894324,0.2881679389312977,69.4,0.25663716814159293,0.717741935483871,0.6075,5.9,0.4642857142857143,False,False,False,False,False,True
Beachville,0.23926851399455573,0.33778625954198477,64.8,0.3053097345132743,0.4274193548387097,0.55375,5.5,0.4178571428571428,False,False,False,False,False,True
Old Point,0.41767292524603894,0.3797709923664122,66.2,0.3053097345132743,0.5403225806451613,0.58625,5.8,0.2767857142857143,False,False,False,False,False,True
Harborton,0.18685000348991415,0.22137404580152675,55.5,0.17256637168141592,0.49999999999999994,0.45375,5.2,0.6214285714285713,False,False,False,False,False,True
Valleyland,0.3734906121309416,0.2729007633587786,63.1,0.19026548672566368,0.37903225806451607,0.51875,5.4,0.475,False,False,False,False,False,True
Gardendale,0.2961541146087806,0.20419847328244278,50.0,0.20353982300884954,0.3870967741935483,0.405,6.0,0.6178571428571429,False,False,False,False,False,True
Saint Town,0.34626928177566835,0.3110687022900763,61.3,0.1991150442477876,0.6209677419354838,0.4375,4.8,0.5750000000000001,False,False,False,False,False,True
Springshaven,0.23731416207161304,0.16412213740458015,59.7,0.1592920353982301,0.2661290322580645,0.37375,6.1,0.7142857142857143,False,False,False,False,False,True
Stoneport,0.3936623159070287,0.2652671755725191,62.4,0.28761061946902655,0.3709677419354838,0.6025,5.7,0.4517857142857143,False,False,False,False,False,True
Saint Stone,0.4918685000348991,0.2729007633587786,65.1,0.2654867256637168,0.49999999999999994,0.6937500000000001,5.5,0.6107142857142858,False,False,False,False,False,True
San Ridge,0.22872897326725763,0.20419847328244278,59.2,0.13716814159292035,0.33064516129032256,0.255,5.7,0.6928571428571427,False,False,False,False,False,True
Old Valley,0.36036853493404064,0.17748091603053434,65.7,0.16814159292035397,0.5241935483870968,0.39249999999999996,5.1,0.5892857142857143,False,False,False,False,False,True
Mount River,0.073846583374049,0.24618320610687022,56.4,0.20353982300884954,0.2983870967741935,0.4025000000000001,5.5,0.6392857142857142,False,False,False,False,False,True
New Town,0.23780275005234872,0.2137404580152672,49.5,0.17699115044247787,0.5564516129032258,0.31625000000000003,4.2,0.3392857142857143,False,False,False,False,False,True
Mount Town,0.26669923919871574,0.23091603053435117,61.1,0.13716814159292035,0.6774193548387097,0.3425,4.8,0.4732142857142857,False,False,False,False,False,True
Port Town,0.15062469463251205,0.0916030534351145,43.6,0.07964601769911503,0.596774193548387,0.3137500000000001,3.8,0.5892857142857143,True,False,False,False,False,False
Valleyville,0.18042856145738817,0.05725190839694656,34.0,0.013274336283185834,0.564516129032258,0.3400000000000001,3.3,0.5392857142857144,True,False,False,False,False,False
Old Bay,0.13764221400153556,0.0,45.9,0.0,0.629032258064516,0.22750000000000004,2.5,0.2767857142857143,True,False,False,False,False,False
Springsburg,0.05311649333426398,0.1431297709923664,37.0,0.0752212389380531,0.3870967741935483,0.19625000000000004,4.2,0.5196428571428572,True,False,False,False,False,False
Beachhaven,0.1481817547288337,0.08206106870229009,42.1,0.09292035398230086,0.33064516129032256,0.30250000000000005,4.8,0.8785714285714286,True,False,False,False,False,False
West Harbor,0.05276750191945278,0.06679389312977098,46.3,0.03097345132743362,0.25,0.0,3.7,0.6982142857142857,True,False,False,False,False,False
Springsshire,0.1023940811056048,0.06870229007633587,44.7,0.04867256637168141,0.41935483870967744,0.21750000000000003,4.1,0.5249999999999999,True,False,False,False,False,False
North Springs,0.10944370768479095,0.04198473282442748,45.5,0.05309734513274336,0.532258064516129,0.34124999999999994,4.0,0.6928571428571427,True,False,False,False,False,False
New Vista,0.17840441125148324,0.08396946564885495,47.5,0.09292035398230086,0.6774193548387097,0.39749999999999996,3.4,0.3767857142857143,True,False,False,False,False,False
Stoneborough,0.18259230822921757,0.022900763358778622,44.8,0.017699115044247787,0.5887096774193548,0.17125,4.1,0.6196428571428572,True,False,False,False,False,False
North River,0.2513436169470231,0.036259541984732815,36.2,0.03097345132743362,0.8709677419354838,0.20125000000000004,2.6,0.6839285714285713,True,False,False,False,False,False
Bayville,0.12179800376910728,0.05916030534351145,47.5,0.04867256637168141,0.3225806451612903,0.15375000000000005,4.6,0.719642857142857,True,False,False,False,False,False
West City,0.09199413694423117,0.09541984732824428,52.6,0.09734513274336282,0.34677419354838707,0.2625,5.6,0.6464285714285715,True,False,False,False,False,False
East Wood,0.19969288755496617,0.015267175572519082,45.7,0.00884955752212388,0.596774193548387,0.18875000000000003,2.9,0.6214285714285713,True,False,False,False,False,False
Parkburg,0.20855726949117054,0.09351145038167939,45.2,0.08849557522123894,0.3870967741935483,0.3400000000000001,4.5,0.5803571428571428,True,False,False,False,False,False
Old Field,0.13156976338382076,0.10877862595419847,46.8,0.039823008849557515,0.46774193548387094,0.29375,5.2,0.8982142857142856,True,False,False,False,False,False
Hillford,0.15613875898652893,0.116412213740458,50.4,0.07964601769911503,0.5080645161290323,0.17500000000000004,4.8,0.8964285714285715,True,False,False,False,False,False
Valleyhaven,0.14762336846513577,0.10305343511450381,41.3,0.07079646017699115,0.8306451612903225,0.22875,3.1,0.6910714285714286,True,False,False,False,False,False
Fielddale,0.13080198227123613,0.04961832061068701,43.2,0.044247787610619455,0.4435483870967742,0.10875000000000001,4.0,0.8160714285714286,True,False,False,False,False,False
Riverdale,0.12340336427723879,0.08778625954198473,45.7,0.03097345132743362,0.5080645161290323,0.38125,4.6,0.8696428571428572,True,False,False,False,False,False
New Valley,0.13380330843861243,0.022900763358778622,52.0,0.00884955752212388,0.6048387096774193,0.40625,3.2,0.4321428571428571,True,False,False,False,False,False
San Hill,0.10902491798701752,0.07633587786259542,39.8,0.06194690265486724,0.4919354838709677,0.16500000000000004,4.8,0.9803571428571428,True,False,False,False,False,False
San Springs,0.1473441753332868,0.04961832061068701,48.5,0.035398230088495575,0.37903225806451607,0.3175,4.4,0.7571428571428571,True,False,False,False,False,False
Hillborough,0.1168423256787883,0.07061068702290076,46.0,0.0663716814159292,0.5403225806451613,0.36250000000000004,4.3,0.5321428571428571,True,False,False,False,False,False
Ridgeport,0.20702170726600128,0.08587786259541984,49.2,0.039823008849557515,0.6774193548387097,0.16375000000000006,3.1,0.6910714285714286,True,False,False,False,False,False
South Bridge,0.022405248830878757,0.0515267175572519,37.6,0.017699115044247787,0.48387096774193544,0.22125000000000006,3.7,0.5660714285714286,True,False,False,False,False,False
New Beach,0.1772876387240874,0.06297709923664123,38.6,0.03097345132743362,0.36290322580645157,0.275,4.2,0.6124999999999999,True,False,False,False,False,False
Pointville,0.15146227402805892,0.10114503816793892,49.3,0.12831858407079644,0.4435483870967742,0.18250000000000005,4.7,0.6660714285714285,True,False,False,False,False,False
New Bay,0.07405597822293572,0.0916030534351145,47.5,0.07964601769911503,0.596774193548387,0.32625000000000004,3.6,0.5750000000000001,True,False,False,False,False,False
North Bridge,0.10162629999302017,0.04389312977099237,38.2,0.04867256637168141,0.3225806451612903,0.26500000000000007,4.6,0.8589285714285714,True,False,False,False,False,False
Old Town,0.19257346269281778,0.08778625954198473,39.4,0.09734513274336282,0.6774193548387097,0.22375,3.7,0.8089285714285713,True,False,False,False,False,False
San Forest,0.14085293501779858,0.09923664122137403,54.4,0.07964601769911503,0.34677419354838707,0.28250000000000003,5.6,0.9053571428571429,True,False,False,False,False,False
Parkdale,0.16472394779088437,0.14503816793893132,37.6,0.13716814159292035,0.36290322580645157,0.32625000000000004,4.4,0.6321428571428571,True,False,False,False,False,False
New Ridge,0.14287708522370351,0.12022900763358778,48.6,0.07964601769911503,0.532258064516129,0.30625,4.0,0.39821428571428574,True,False,False,False,False,False
South River,0.11279402526697843,0.11450381679389314,45.6,0.0752212389380531,0.1774193548387097,0.45500000000000007,4.2,0.5750000000000001,True,False,False,False,False,False
Springston,0.054791652125357714,0.6545801526717556,100.0,0.5309734513274336,0.016129032258064502,0.6150000000000001,8.5,0.5910714285714286,False,False,False,False,True,False
Pointton,0.06595937739931597,0.517175572519084,75.0,0.3185840707964602,0.08870967741935482,0.57625,8.5,0.6946428571428571,False,False,False,False,True,False
South Park,0.06079430446011028,0.6507633587786259,96.5,0.6327433628318584,0.08064516129032256,0.59375,8.5,0.8428571428571429,False,False,False,False,True,False
East Falls,0.06728554477559852,0.7118320610687022,94.0,0.49557522123893805,0.08870967741935482,0.5375000000000001,8.5,0.6,False,False,False,False,True,False
Old Ridge,0.09639142877085223,0.7270992366412213,96.8,0.5265486725663717,0.09677419354838707,0.4575,8.5,0.9999999999999999,False,False,False,False,True,False
Fallsford,0.05130173797724576,0.7290076335877862,100.0,0.7212389380530974,0.032258064516129004,0.35750000000000004,8.5,0.5732142857142857,False,False,False,False,True,False
North Point,0.1056048021218678,0.7099236641221374,100.0,0.504424778761062,0.08064516129032256,0.4575,8.5,0.2375,False,False,False,False,True,False
North Town,0.0638654289104488,0.532442748091603,100.0,0.4424778761061947,0.11290322580645157,0.48625000000000007,8.3,0.6196428571428572,False,False,False,False,True,False
Valleydale,0.030222656522649542,0.5973282442748091,90.9,0.4911504424778761,0.12903225806451613,0.5475,8.3,0.46964285714285714,False,False,False,False,True,False
Riverton,0.05688560061422489,0.5496183206106869,94.8,0.5132743362831859,0.11290322580645157,0.55,8.5,0.5125,False,False,False,False,True,False
South Point,0.05227891393871711,0.4809160305343511,82.9,0.4424778761061947,0.15322580645161288,0.525,8.5,0.7035714285714285,False,False,False,False,True,False
Vistaton,0.04397291826621065,0.4465648854961832,68.8,0.40265486725663713,0.33064516129032256,0.49750000000000005,7.2,0.594642857142857,False,False,False,False,True,False
Hillburg,0.04446150624694632,0.4770992366412214,79.3,0.24336283185840707,0.23387096774193544,0.29000000000000004,7.9,0.6160714285714286,False,False,False,False,True,False
Mount Wood,0.04446150624694632,0.7404580152671755,53.9,0.6371681415929203,0.032258064516129004,0.505,8.5,0.6089285714285715,False,False,False,False,True,False
South Bay,0.10797794374258393,0.6622137404580152,76.4,0.4601769911504424,0.282258064516129,0.5150000000000001,8.5,0.6232142857142857,False,False,False,False,True,False
Fieldshire,0.1355482655126684,0.599236641221374,87.8,0.4424778761061947,0.16935483870967738,0.6575,8.5,0.8303571428571428,False,False,False,False,True,False
Gardenshire,0.07147344175333287,0.5801526717557252,88.3,0.5088495575221239,0.2419354838709677,0.6025,8.5,0.8107142857142856,False,False,False,False,True,False
South Stone,0.03448035178334613,0.7137404580152671,72.7,0.743362831858407,0.0,0.62625,8.5,0.5446428571428571,False,False,False,False,True,False
Old Beach,0.10504641585816989,0.748091603053435,100.0,0.5929203539823009,0.15322580645161288,0.5675,8.5,0.6499999999999999,False,False,False,False,True,False
Vistashire,0.06330704264675088,0.6965648854961831,86.2,0.6194690265486725,0.12903225806451613,0.5225,8.5,0.6339285714285714,False,False,False,False,True,False
New Falls,0.17128498638933484,0.5496183206106869,83.5,0.4336283185840708,0.032258064516129004,0.18625000000000003,8.4,0.4928571428571429,False,False,False,False,True,False
Mount Stone,0.08194318419766873,0.6870229007633587,85.3,0.5575221238938053,0.25,0.80125,8.5,0.5321428571428571,False,False,False,False,True,False
San Stone,0.09974174635303971,0.6335877862595419,95.0,0.5176991150442478,0.13709677419354838,0.6837500000000001,8.5,0.6267857142857143,False,False,False,False,True,False
Bridgeport,0.09590284079011656,0.599236641221374,76.3,0.5575221238938053,0.20161290322580644,0.6362500000000001,8.5,0.7982142857142858,False,False,False,False,True,False
Beachdale,0.11405039436029873,0.6145038167938931,96.4,0.4070796460176991,0.10483870967741932,0.4962500000000001,8.5,0.4642857142857143,False,False,False,False,True,False
New Forest,0.0806170168213862,0.4599236641221374,86.4,0.3407079646017699,0.04838709677419353,0.48,8.5,0.5928571428571429,False,False,False,False,True,False
Fallsland,0.0702868709429748,0.7862595419847328,89.1,0.5,0.2258064516129032,0.6587500000000001,8.5,0.6767857142857142,False,False,False,False,True,False
Ridgeland,0.11467857890695889,0.5763358778625953,78.0,0.4823008849557522,0.11290322580645157,0.36624999999999996,8.3,0.38035714285714284,False,False,False,False,True,False
Port Forest,0.017658965589446497,0.3854961832061069,80.2,0.29646017699115046,0.14516129032258063,0.18625000000000003,7.6,0.6089285714285715,False,False,False,False,True,False
West Falls,0.046136665038040064,0.515267175572519,68.4,0.46460176991150437,0.18548387096774194,0.41500000000000004,8.5,0.7999999999999999,False,False,False,False,True,False
Old Harbor,0.06309764779786417,0.7900763358778625,100.0,0.588495575221239,0.14516129032258063,0.6150000000000001,8.5,0.8607142857142858,False,False,False,False,True,False
Ridgehaven,0.10832693515739512,0.767175572519084,100.0,0.6548672566371682,0.1774193548387097,0.42874999999999996,8.5,0.6321428571428571,False,False,False,False,True,False
North Field,0.051371536260207996,0.6545801526717556,98.7,0.5176991150442478,0.14516129032258063,0.50875,8.5,0.6535714285714286,False,False,False,False,True,False
Bridgeford,0.045927270189153345,0.5744274809160305,91.2,0.5398230088495575,0.11290322580645157,0.48875,8.5,0.7607142857142857,False,False,False,False,True,False
Townshire,0.07922105116214141,0.7347328244274809,86.4,0.4336283185840708,0.15322580645161288,0.75375,8.5,0.6767857142857142,False,False,False,False,True,False
